gene_name,gene_id,RNA_logFC,RNA_FDR,range,dist2Gene,ChIP_logCPM,ChIP_logFC,ChIP_FDR,overlaps_ref,status,region,feature
RANBP3L,ENSG00000164188,4.405700185378267,3.144994324234267e-7,chr5:36281721-36282280,0,0.0117013752040555,1.8610159327374862,2.6085099818696293e-5,FALSE,Up,Intron,Enhancer
RANBP3L,ENSG00000164188,4.405700185378267,3.144994324234267e-7,chr5:36285801-36286560,0,1.7865818301293221,2.504826666467461,6.20754901354931e-10,FALSE,Up,Intron,No Feature
RANBP3L,ENSG00000164188,4.405700185378267,3.144994324234267e-7,chr5:36287961-36288480,0,0.5236515419554465,2.567483551869384,9.855067708858731e-8,FALSE,Up,Intron,No Feature
RANBP3L,ENSG00000164188,4.405700185378267,3.144994324234267e-7,chr5:36367041-36367440,64824,0.6225644345490419,1.803460371947983,3.0809066716528356e-6,FALSE,Up,Intergenic (>10kb),Enhancer
RANBP3L,ENSG00000164188,4.405700185378267,3.144994324234267e-7,chr5:36373561-36373880,71344,-0.13654683023890596,1.7661699879945916,6.112051475370757e-5,FALSE,Up,Intergenic (>10kb),No Feature
HSD11B2,ENSG00000176387,1.1383035024697568,3.144994324234267e-7,chr16:67457681-67457920,6634,-0.47885566938906654,2.389024264182827,9.499605271845634e-6,TRUE,Up,Intergenic (<10kb),No Feature
HSD11B2,ENSG00000176387,1.1383035024697568,3.144994324234267e-7,chr16:67495521-67496280,24064,1.927257174223974,2.203562375292498,2.241253047864739e-9,TRUE,Up,Upstream Promoter (Other Gene),Enhancer
AC021148.3,ENSG00000287262,3.3237998599929983,5.416370860236358e-7,chr4:39540961-39541400,0,0.49243145140142747,1.4633535521546923,7.001197293880173e-5,FALSE,Up,Exon,Enhancer
AC021148.3,ENSG00000287262,3.3237998599929983,5.416370860236358e-7,chr4:39545521-39546160,0,1.7700925698670829,2.3553647376246776,4.869113131803698e-10,FALSE,Up,Exon,Enhancer
AC021148.3,ENSG00000287262,3.3237998599929983,5.416370860236358e-7,chr4:39614641-39615040,66947,0.04763252123019053,1.0584530468140734,0.008945738315914864,FALSE,Up,Promoter (Other Gene),Enhancer
PISD,ENSG00000241878,1.096291142166707,5.624090646753262e-7,chr22:31926481-31926800,87676,-0.1824981081674635,1.757265014964377,1.0547831254131892e-4,FALSE,Up,Exon (Other Gene),Enhancer
PISD,ENSG00000241878,1.096291142166707,5.624090646753262e-7,chr22:31975761-31976280,38196,1.0478782329038363,1.338278197991982,6.205493819945775e-5,FALSE,Up,Promoter (Other Gene),Enhancer
PISD,ENSG00000241878,1.096291142166707,5.624090646753262e-7,chr22:31981441-31981840,32636,-0.18527469926065238,1.2756201151447408,0.002586898576472364,FALSE,Up,Intron (Other Gene),Enhancer
PISD,ENSG00000241878,1.096291142166707,5.624090646753262e-7,chr22:31981921-31982720,31756,2.3121946842004064,1.7425552572687772,7.669489623337177e-9,TRUE,Up,Intron (Other Gene),Enhancer
PISD,ENSG00000241878,1.096291142166707,5.624090646753262e-7,chr22:32014001-32014520,0,0.566514367363391,1.1165774346194266,9.304977147466238e-4,FALSE,Up,Exon,Enhancer
ZNF652,ENSG00000198740,0.7684627343969108,2.634919054378158e-6,chr17:47411361-47411560,0,-0.16621406134071282,0.8924554107759775,0.03043474947983762,TRUE,Up,Intron,Enhancer
ZNF652,ENSG00000198740,0.7684627343969108,2.634919054378158e-6,chr17:47416161-47416320,0,-0.11843440688603597,1.5918864162851096,3.7165102920273465e-4,TRUE,Up,Intron,No Feature
ZNF652,ENSG00000198740,0.7684627343969108,2.634919054378158e-6,chr17:47431041-47431400,0,-0.5329753865853283,1.915227689475456,1.0317595835301392e-4,TRUE,Up,Intron,No Feature
ZNF652,ENSG00000198740,0.7684627343969108,2.634919054378158e-6,chr17:47467041-47467560,27205,0.4047672368349339,2.03975629095101,8.371432303079478e-6,TRUE,Up,Intron (Other Gene),Enhancer
ZNF652,ENSG00000198740,0.7684627343969108,2.634919054378158e-6,chr17:47468041-47468960,28205,2.668095137075983,2.8257680292727034,7.676119805926945e-11,TRUE,Up,Intron (Other Gene),Enhancer
ZNF689,ENSG00000156853,1.2120804850051532,3.307449588121747e-6,chr16:30610801-30611240,2638,-0.09396405021654153,2.0890160892838257,8.216221227207586e-6,TRUE,Up,Intron,No Feature
ZNF689,ENSG00000156853,1.2120804850051532,3.307449588121747e-6,chr16:30627001-30627520,0,1.2158590919551047,1.9572450301778879,4.7297216842037976e-7,TRUE,Up,Promoter (-1500/+500),No Feature
ZNF689,ENSG00000156853,1.2120804850051532,3.307449588121747e-6,chr16:30635161-30635680,0,1.1570848532987719,2.0791438527580515,2.751421520270347e-7,TRUE,Up,Promoter (-1500/+500),No Feature
OTULINL,ENSG00000145569,1.329145615091274,3.350329543002168e-6,chr5:14589001-14589600,0,1.9388408962410988,1.8370692426666315,1.9559450930181948e-8,TRUE,Up,Intron,Enhancer
ANKRD22,ENSG00000152766,1.2626439114385348,4.864029830608034e-6,chr10:90615761-90616200,4159,0.4200391235415479,2.104414855392928,4.689247483179627e-6,TRUE,Up,Upstream Promoter (-5kb),No Feature
ARHGEF26,ENSG00000114790,0.8654174109587386,4.984635719135312e-6,chr3:153844441-153844920,0,0.6793961986026144,2.7628694569374277,1.0693111769778557e-8,FALSE,Up,Intron,Enhancer
ARHGEF26,ENSG00000114790,0.8654174109587386,4.984635719135312e-6,chr3:153857761-153858200,0,0.29361759113416175,1.2819066989674268,6.407665988474718e-4,FALSE,Up,Intron,Enhancer
ARHGEF26,ENSG00000114790,0.8654174109587386,4.984635719135312e-6,chr3:153935761-153936280,0,0.10872394581246457,1.5976227579265645,0.001673515409720543,FALSE,Up,Intron,Enhancer
ARHGEF26,ENSG00000114790,0.8654174109587386,4.984635719135312e-6,chr3:153936401-153936960,0,1.6472478458635023,2.344296452600943,8.182169005023222e-9,FALSE,Up,Intron,Enhancer
ARHGEF26,ENSG00000114790,0.8654174109587386,4.984635719135312e-6,chr3:153943241-153943760,0,0.6297233591015021,1.5889866888513977,7.177059182868412e-5,FALSE,Up,Promoter (-1500/+500),No Feature
AKR1C3,ENSG00000196139,2.4891454773300716,8.895318167922734e-6,chr10:5067561-5068080,9465,0.4131590275917446,2.588599518707472,5.837051619566444e-8,TRUE,Up,Intergenic (<10kb),No Feature
AKR1C3,ENSG00000196139,2.4891454773300716,8.895318167922734e-6,chr10:5082121-5082400,0,-0.46414143590787704,2.053973825577912,4.4438161974268894e-5,TRUE,Up,Intron,No Feature
EHF,ENSG00000135373,0.5910503364291367,1.1335385070950072e-5,chr11:34653481-34654000,0,0.7378415358607935,1.2726227844692235,0.001445080631008876,TRUE,Up,Promoter (-1500/+500),No Feature
EHF,ENSG00000135373,0.5910503364291367,1.1335385070950072e-5,chr11:34655161-34655600,0,0.660728132430644,1.3766895644321655,1.3758932313087674e-4,TRUE,Up,Intron,Enhancer
EHF,ENSG00000135373,0.5910503364291367,1.1335385070950072e-5,chr11:34659001-34659440,0,0.15347562342305926,2.1757202314270185,1.971131423566134e-6,TRUE,Up,Upstream Promoter (-5kb),Enhancer
EHF,ENSG00000135373,0.5910503364291367,1.1335385070950072e-5,chr11:34660481-34660720,0,-0.3278588622057827,1.687632868307451,9.962913499302515e-4,TRUE,Up,Upstream Promoter (-5kb),Enhancer
EHF,ENSG00000135373,0.5910503364291367,1.1335385070950072e-5,chr11:34661441-34662280,0,0.7933637514147444,2.2597766018657652,2.6416853778161224e-6,TRUE,Up,Upstream Promoter (-5kb),Enhancer
EHF,ENSG00000135373,0.5910503364291367,1.1335385070950072e-5,chr11:34676361-34676680,0,-0.06792823839330556,1.3403164028188828,8.947974375107443e-4,TRUE,Up,Intron,No Feature
EHF,ENSG00000135373,0.5910503364291367,1.1335385070950072e-5,chr11:34689641-34690240,7036,1.1302895797396795,1.0419588049339643,0.005522920667763758,TRUE,Up,Intergenic (<10kb),Enhancer
EHF,ENSG00000135373,0.5910503364291367,1.1335385070950072e-5,chr11:34692441-34693080,9836,1.9744458635369317,2.0702518214096286,1.2506113070753932e-8,TRUE,Up,Intergenic (>10kb),No Feature
EHF,ENSG00000135373,0.5910503364291367,1.1335385070950072e-5,chr11:34771641-34772280,89036,1.960310183699852,2.251769648806786,2.6826613514808286e-9,TRUE,Up,Intergenic (<10kb),Enhancer
EHF,ENSG00000135373,0.5910503364291367,1.1335385070950072e-5,chr11:34778721-34779160,96116,0.07987787834255727,1.3493794569674866,7.397584680594357e-4,TRUE,Up,Intergenic (>10kb),Enhancer
KRT4,ENSG00000170477,1.038366654333727,1.1335385070950072e-5,chr12:53208161-53208680,260,0.8357325058146258,1.770417338485309,5.6797739476272515e-6,TRUE,Up,Promoter (-1500/+500),No Feature
AMIGO2,ENSG00000139211,-0.6141472123244827,1.2839149671410067e-5,chr12:47490961-47491360,17226,0.33896532252227785,0.7772789199411879,0.038756051072518824,TRUE,Up,Intron (Other Gene),Enhancer
PARM1,ENSG00000169116,1.1055464617151534,1.7126288125444227e-5,chr4:75807801-75808400,49904,-0.06899804238727669,4.647811627901392,1.1519706879222607e-10,FALSE,Up,Intron (Other Gene),No Feature
PARM1,ENSG00000169116,1.1055464617151534,1.7126288125444227e-5,chr4:75869241-75869800,0,0.6735742196817813,2.6447130940023995,1.0407133135581423e-8,FALSE,Up,Intron,Enhancer
PARM1,ENSG00000169116,1.1055464617151534,1.7126288125444227e-5,chr4:76024721-76024840,49395,-0.435010504109402,0.8986648739630566,0.03199856917168595,FALSE,Up,Upstream Promoter (Other Gene),Enhancer
ARHGEF37,ENSG00000183111,0.9594666457034228,1.8113096972567875e-5,chr5:148862281-148862840,68669,1.2099688831219522,1.9984492388428308,7.19217347615851e-7,FALSE,Up,Intergenic (<10kb),Enhancer
ARHGEF37,ENSG00000183111,0.9594666457034228,1.8113096972567875e-5,chr5:148865361-148865840,65669,0.3635770535838361,1.0481266792164614,0.008481224156112667,FALSE,Up,Intergenic (<10kb),Enhancer
ARHGEF37,ENSG00000183111,0.9594666457034228,1.8113096972567875e-5,chr5:148958521-148958840,0,-0.03624689853248708,1.9123785957422172,3.654814332430374e-5,FALSE,Up,Upstream Promoter (-5kb),No Feature
ARHGEF37,ENSG00000183111,0.9594666457034228,1.8113096972567875e-5,chr5:148980401-148981000,0,2.0918356661256423,3.0735771654635515,3.0185293450173356e-11,TRUE,Up,Intron,Enhancer
ARHGEF37,ENSG00000183111,0.9594666457034228,1.8113096972567875e-5,chr5:148988161-148988360,0,-0.48722225710024764,1.1881567659300738,0.007184079861246404,FALSE,Up,Upstream Promoter (-5kb),Enhancer
ARHGEF37,ENSG00000183111,0.9594666457034228,1.8113096972567875e-5,chr5:148993521-148994040,0,0.44436386812372874,2.6111400553804027,4.000302520196182e-8,FALSE,Up,Intron,No Feature
SERHL2,ENSG00000183569,0.7265376932677509,1.9406452065266545e-5,chr22:42933761-42934160,15462,-0.029298619416444155,1.810171745748012,4.5338124661401954e-5,FALSE,Up,Intergenic (>10kb),Enhancer
GLUL,ENSG00000135821,0.4960325874225104,3.038659789850772e-5,chr1:182266561-182266760,84078,-0.42594079358333936,1.469052878015467,0.003802927710429497,FALSE,Up,Upstream Promoter (Other Gene),No Feature
GLUL,ENSG00000135821,0.4960325874225104,3.038659789850772e-5,chr1:182273761-182274000,76838,-0.33494469411141214,2.148334498363535,3.75663729387732e-5,TRUE,Up,Intron (Other Gene),No Feature
GLUL,ENSG00000135821,0.4960325874225104,3.038659789850772e-5,chr1:182307321-182307640,43198,-0.2806854302071315,1.3654983801559404,0.005998798750971309,TRUE,Up,Intergenic (<10kb),Enhancer
GLUL,ENSG00000135821,0.4960325874225104,3.038659789850772e-5,chr1:182309681-182310160,40678,0.5880024828216835,0.8274566542985496,0.019416348488911005,TRUE,Up,Intergenic (<10kb),Enhancer
GLUL,ENSG00000135821,0.4960325874225104,3.038659789850772e-5,chr1:182354121-182354560,0,0.42054160596783596,2.7307871275114537,2.294019532441964e-8,TRUE,Up,Exon,Enhancer
THBS1,ENSG00000137801,0.8212834041207894,3.038659789850772e-5,chr15:39914961-39915400,23293,0.6649711620073704,1.3601453469356166,9.773985499501255e-5,TRUE,Up,Upstream Promoter (Other Gene),Enhancer
THBS1,ENSG00000137801,0.8212834041207894,3.038659789850772e-5,chr15:39922241-39922440,30573,-0.2676513621268228,1.7205330718834044,3.4599762575689326e-4,TRUE,Up,Intron (Other Gene),No Feature
THBS1,ENSG00000137801,0.8212834041207894,3.038659789850772e-5,chr15:39933041-39933360,41373,-0.3968513633891331,1.667527780115408,4.905698123053071e-4,TRUE,Up,Intron (Other Gene),No Feature
NRP1,ENSG00000099250,0.6212520483598395,3.64361628603203e-5,chr10:33483001-33483440,0,0.21875175093615662,2.7021972502815577,6.739784390202277e-7,TRUE,Up,Intron,No Feature
NRP1,ENSG00000099250,0.6212520483598395,3.64361628603203e-5,chr10:33529481-33530040,0,0.14108438964771344,4.07326546606302,4.991923736640091e-9,TRUE,Up,Intron,No Feature
NRP1,ENSG00000099250,0.6212520483598395,3.64361628603203e-5,chr10:33537481-33537960,0,0.7181016591305555,2.1902191798418778,2.1285404537361695e-7,TRUE,Up,Intron,No Feature
NRP1,ENSG00000099250,0.6212520483598395,3.64361628603203e-5,chr10:33606601-33607000,0,-0.0594523982087114,2.07734037030161,1.0370586634466731e-5,TRUE,Up,Intron,No Feature
EPGN,ENSG00000182585,1.161101786527466,5.336256353177814e-5,chr4:75173721-75174200,0,0.17709139467231622,2.2322415843378782,3.421156280759751e-5,FALSE,Up,Promoter (-1500/+500),No Feature
WWC3,ENSG00000047644,0.5924095115948027,5.434113899862472e-5,chrX:9972041-9972480,11121,0.624699219232763,0.8044865340944037,0.014128638544664552,FALSE,Up,Intergenic (>10kb),No Feature
WWC3,ENSG00000047644,0.5924095115948027,5.434113899862472e-5,chrX:10004361-10004800,0,-0.11492863246165343,2.3849094958085084,3.5354210588753726e-6,FALSE,Up,Intron,No Feature
WWC3,ENSG00000047644,0.5924095115948027,5.434113899862472e-5,chrX:10016841-10017240,0,0.38230748071000603,2.5672143908733687,7.72598589643e-8,FALSE,Up,Intron,No Feature
WWC3,ENSG00000047644,0.5924095115948027,5.434113899862472e-5,chrX:10019761-10020440,0,1.835841610689877,2.8724350783913235,1.0002304164410908e-9,FALSE,Up,Intron,Enhancer
WWC3,ENSG00000047644,0.5924095115948027,5.434113899862472e-5,chrX:10051241-10051600,0,-0.3103382042506141,1.101735910631716,0.011183805906122776,FALSE,Up,Intron,Enhancer
WWC3,ENSG00000047644,0.5924095115948027,5.434113899862472e-5,chrX:10057041-10057520,0,0.11938222289888566,2.137004974249365,1.9186966056474883e-6,FALSE,Up,Intron,No Feature
CROT,ENSG00000005469,0.7428012418764693,5.575856854839306e-5,chr7:86946121-86946560,28436,0.15911130898564035,0.9392545167534172,0.01435574445608817,FALSE,Up,Intergenic (<10kb),Enhancer
CROT,ENSG00000005469,0.7428012418764693,5.575856854839306e-5,chr7:86973601-86974160,836,1.3918889428835635,1.9834693156281475,1.2703701029013852e-7,FALSE,Up,Promoter (-1500/+500),No Feature
GREB1,ENSG00000196208,0.6724891040487763,6.383356806554209e-5,chr2:11646321-11646440,0,-0.44600551204370226,1.0198301723332,0.016342292491193577,FALSE,Up,Intron,Enhancer
GREB1,ENSG00000196208,0.6724891040487763,6.383356806554209e-5,chr2:11682681-11683040,0,-0.49980877738885227,2.8990838953524936,2.898919862845447e-6,FALSE,Up,Promoter (-1500/+500),No Feature
GREB1,ENSG00000196208,0.6724891040487763,6.383356806554209e-5,chr2:11711321-11711760,0,-0.0012293498543843688,2.776382790082084,1.9005165791259702e-7,FALSE,Up,Intron,Enhancer
AL033523.1,ENSG00000228793,2.2137864683363677,6.523905580879097e-5,chr6:3669961-3670560,0,1.6794987658728804,3.175708180520796,5.37182961846723e-11,FALSE,Up,Intron,Enhancer
AL033523.1,ENSG00000228793,2.2137864683363677,6.523905580879097e-5,chr6:3675441-3675880,0,-0.13182657836492015,3.0621582435765653,6.459359130685979e-7,FALSE,Up,Intron,No Feature
AL033523.1,ENSG00000228793,2.2137864683363677,6.523905580879097e-5,chr6:3677641-3677800,0,-0.8543380833907697,2.503201264141255,1.1766077112999214e-5,FALSE,Up,Intron,No Feature
AL033523.1,ENSG00000228793,2.2137864683363677,6.523905580879097e-5,chr6:3710561-3711160,0,1.589054006544171,1.2905174114792735,1.7391167686062064e-5,TRUE,Up,Intron,Enhancer
PALMD,ENSG00000099260,1.0411357320805346,8.787340006255852e-5,chr1:100100521-100100880,10788,-0.46747243532907357,1.5276574980334279,7.044770614559726e-4,TRUE,Up,Intergenic (>10kb),Enhancer
PALMD,ENSG00000099260,1.0411357320805346,8.787340006255852e-5,chr1:100128201-100128680,0,-0.1812437175245663,2.594713200275454,3.146112509457451e-7,TRUE,Up,Upstream Promoter (-5kb),No Feature
TTC12,ENSG00000149292,0.7533224941507931,8.798631748418726e-5,chr11:113210601-113211320,0,1.30131552600386,2.5785267835604397,1.5633659469276358e-9,TRUE,Up,Promoter (-1500/+500),No Feature
TTC12,ENSG00000149292,0.7533224941507931,8.798631748418726e-5,chr11:113212081-113212440,0,-0.06316800424339705,1.1504807663363854,0.004162319139864963,TRUE,Up,Promoter (-1500/+500),Enhancer
TTC12,ENSG00000149292,0.7533224941507931,8.798631748418726e-5,chr11:113212961-113213200,0,-0.47429778320939975,1.3858370776440774,0.002422227323157536,FALSE,Up,Intron,No Feature
PTPRJ,ENSG00000149177,0.601234639862719,1.019525657750917e-4,chr11:48063321-48063960,0,2.409618742371772,1.2740133195756331,6.054260474475504e-7,TRUE,Up,Upstream Promoter (-5kb),Enhancer
PTPRJ,ENSG00000149177,0.601234639862719,1.019525657750917e-4,chr11:48077201-48077880,0,2.166119178834842,1.6601125310283735,3.3330048387095225e-8,TRUE,Up,Intron,Enhancer
PTPRJ,ENSG00000149177,0.601234639862719,1.019525657750917e-4,chr11:48112481-48112960,0,-0.004635024048573892,1.016746951141948,0.007343134043367205,TRUE,Up,Intron,No Feature
KDM4B,ENSG00000127663,0.7385571562163513,1.019525657750917e-4,chr19:4991361-4992560,0,3.2510605515788358,0.8634834660790779,6.356423981580086e-5,TRUE,Up,Intron,Enhancer
ADD3,ENSG00000148700,0.5743581584927192,1.2829872833216454e-4,chr10:111736361-111736760,19365,0.012689181298484398,2.174900100262079,4.373284854228983e-6,TRUE,Up,Intron (Other Gene),Enhancer
ADD3,ENSG00000148700,0.5743581584927192,1.2829872833216454e-4,chr10:111736921-111737520,18605,0.6119150390933669,1.5599935500607487,5.287147993258455e-5,TRUE,Up,Intron (Other Gene),Enhancer
ADD3,ENSG00000148700,0.5743581584927192,1.2829872833216454e-4,chr10:111762241-111762920,0,1.7396936168197379,1.4537801169172782,1.715421406800903e-6,TRUE,Up,Promoter (-1500/+500),No Feature
SLC16A9,ENSG00000165449,2.0048331641813415,1.747445315064498e-4,chr10:61479521-61479800,0,-0.43508124526373765,2.1263752678456687,3.130640355341631e-5,TRUE,Up,Intron,No Feature
SYBU,ENSG00000147642,0.8407098845888896,1.9400293929134035e-4,chr8:110582841-110583240,2966,-0.21736810358830025,1.8607073980228486,2.6154382672840485e-5,FALSE,Up,Intergenic (<10kb),No Feature
SYBU,ENSG00000147642,0.8407098845888896,1.9400293929134035e-4,chr8:110592321-110592720,0,0.7039956493412756,1.5461992383202188,3.4949345155462276e-5,FALSE,Up,Promoter (-1500/+500),No Feature
SYBU,ENSG00000147642,0.8407098845888896,1.9400293929134035e-4,chr8:110593121-110593680,0,0.8906327543594134,2.850448907770187,1.230438401640104e-9,FALSE,Up,Promoter (-1500/+500),No Feature
SYBU,ENSG00000147642,0.8407098845888896,1.9400293929134035e-4,chr8:110605401-110606000,0,1.2500026335853616,2.243513788101594,2.1041873260209286e-8,FALSE,Up,Intron,No Feature
SYBU,ENSG00000147642,0.8407098845888896,1.9400293929134035e-4,chr8:110757561-110757800,53540,-0.15589731863215384,1.0500639315061993,0.016159878474322563,FALSE,Up,Intergenic (>10kb),No Feature
MYLIP,ENSG00000007944,0.6080468196334132,2.176678629665978e-4,chr6:16128721-16129200,116,0.46086430352861413,2.038047126336162,7.547453156386048e-6,FALSE,Up,Promoter (-1500/+500),No Feature
AR,ENSG00000169083,-0.5561015616887784,2.176678629665978e-4,chrX:66967121-66967240,16659,-0.6415365836401655,1.8393230254232606,6.416148858877862e-4,FALSE,Up,Intergenic (>10kb),No Feature
RAB3B,ENSG00000169213,1.2244830235900392,2.81754624361571e-4,chr1:52414281-52414800,0,0.19891010921945904,3.400314000907392,2.340895360496353e-9,TRUE,Up,Intron,No Feature
ARHGEF28,ENSG00000214944,0.7530636232175182,2.9928873938450397e-4,chr5:72837321-72837800,84182,0.33683005532687316,2.6156420277582284,4.6755465917645634e-8,FALSE,Up,Intergenic (>10kb),Enhancer
ARHGEF28,ENSG00000214944,0.7530636232175182,2.9928873938450397e-4,chr5:72902121-72902640,19342,0.9129064641253817,2.588209105493075,9.325563283067937e-9,FALSE,Up,Intergenic (>10kb),Enhancer
ARHGEF28,ENSG00000214944,0.7530636232175182,2.9928873938450397e-4,chr5:72968881-72969240,0,0.028377304625953916,1.1610967874473948,0.0030666986362852433,FALSE,Up,Intron,Enhancer
ARHGEF28,ENSG00000214944,0.7530636232175182,2.9928873938450397e-4,chr5:73025081-73025480,0,0.05105047356064787,1.8957435341220585,7.646029393732241e-5,FALSE,Up,Intron,Enhancer
ARHGEF28,ENSG00000214944,0.7530636232175182,2.9928873938450397e-4,chr5:73294361-73294600,56542,-0.865757555956335,2.9521087450632537,3.233194338202037e-6,FALSE,Up,Intergenic (>10kb),No Feature
NEDD4L,ENSG00000049759,0.5371734366971431,3.226524289428892e-4,chr18:55684521-55684640,26817,0.10138547928664174,1.3971620121563486,7.861554200533501e-4,TRUE,Up,Promoter (Other Gene),Enhancer
NEDD4L,ENSG00000049759,0.5371734366971431,3.226524289428892e-4,chr18:55744481-55745000,0,1.026559689178791,3.004698959918361,1.7627016447858838e-9,TRUE,Up,Intron,Enhancer
NEDD4L,ENSG00000049759,0.5371734366971431,3.226524289428892e-4,chr18:55746041-55746520,0,0.21548629941216388,1.8906302366489092,4.4834307100811996e-5,TRUE,Up,Intron,Enhancer
NEDD4L,ENSG00000049759,0.5371734366971431,3.226524289428892e-4,chr18:55755161-55755560,0,-0.08176947539845411,1.3690914657545727,0.0015584047669664266,TRUE,Up,Upstream Promoter (-5kb),Enhancer
NEDD4L,ENSG00000049759,0.5371734366971431,3.226524289428892e-4,chr18:55755721-55756360,0,0.9692994542587564,1.1643705279767433,0.0012512534507532398,TRUE,Up,Upstream Promoter (-5kb),Enhancer
NEDD4L,ENSG00000049759,0.5371734366971431,3.226524289428892e-4,chr18:55758561-55758960,0,0.037652597600068026,1.0443869235553795,0.019758558509980605,TRUE,Up,Exon,Enhancer
