de,logFC,range,region,feature,AR_logFC,H3K27ac_logFC,AR_status,H3K27ac_status
ARHGEF26,0.8654174109587386,chr3:153935241-153937640,Intron,Enhancer,2.344296452600943,0.5781385700905065,AR Up,H3K27ac Unchanged
UGDH,1.5219553586011434,chr4:39540961-39541880,Intron,Enhancer,1.4633535521546923,0.9280353285691535,AR Up,H3K27ac Unchanged
AC021148.3,3.3237998599929983,chr4:39540961-39541880,Intron,Enhancer,1.4633535521546923,0.9280353285691535,AR Up,H3K27ac Unchanged
UGDH,1.5219553586011434,chr4:39612721-39618000,Upstream Promoter (-5kb),Enhancer,1.0584530468140734,0.050186800356187264,AR Up,H3K27ac Unchanged
AC021148.3,3.3237998599929983,chr4:39612721-39618000,Upstream Promoter (-5kb),Enhancer,1.0584530468140734,0.050186800356187264,AR Up,H3K27ac Unchanged
PARM1,1.1055464617151534,chr4:76024721-76025360,Upstream Promoter (-5kb),Enhancer,0.8986648739630566,0.27135266571850464,AR Up,H3K27ac Unchanged
LEF1,0.7831845119746066,chr4:108966361-108967600,Intergenic (<10kb),Enhancer,0.9416324158547418,0.18213508541654333,AR Up,H3K27ac Unchanged
LEF1,0.7831845119746066,chr4:108978681-108981320,Intron,No Feature,2.1182617053380532,0.34711131747526996,AR Up,H3K27ac Unchanged
OTULINL,1.329145615091274,chr5:14589001-14590000,Intron,Enhancer,1.8370692426666315,0.6955030681671284,AR Up,H3K27ac Unchanged
RANBP3L,4.405700185378267,chr5:36285601-36286680,Intron,No Feature,2.504826666467461,1.8216240808223136,AR Up,H3K27ac Up
RANBP3L,4.405700185378267,chr5:36285601-36286680,Intron,No Feature,2.504826666467461,1.5534216878491296,AR Up,H3K27ac Up
ARHGEF28,0.7530636232175182,chr5:72836921-72838080,Intergenic (>10kb),Enhancer,2.6156420277582284,-0.05951461099428718,AR Up,H3K27ac Unchanged
ARHGEF28,0.7530636232175182,chr5:72836921-72838080,Intergenic (>10kb),Enhancer,2.6156420277582284,0.3157338709374091,AR Up,H3K27ac Unchanged
ARHGEF28,0.7530636232175182,chr5:72968881-72969920,Intron,Enhancer,1.1610967874473948,0.3789336605721226,AR Up,H3K27ac Unchanged
IQGAP2,0.6874722325192112,chr5:75706881-75707720,Intron,Enhancer,1.6154299454133163,0.6214960984153044,AR Up,H3K27ac Unchanged
IQGAP2,0.6874722325192112,chr5:75709521-75710280,Intron,Enhancer,2.3783885022784,0.326321417457661,AR Up,H3K27ac Unchanged
IQGAP2,0.6874722325192112,chr5:75986041-75988480,Intron,Enhancer,1.9765240813747473,0.1418882713185689,AR Up,H3K27ac Unchanged
MCC,-0.508757899176501,chr5:112291681-112296240,Intergenic (>10kb),Enhancer,1.2959462493308074,-0.039169208159891125,AR Up,H3K27ac Unchanged
ARHGEF37,0.9594666457034228,chr5:148862001-148863240,Intergenic (<10kb),Enhancer,1.9984492388428308,0.18205848483136025,AR Up,H3K27ac Unchanged
ARHGEF37,0.9594666457034228,chr5:148864521-148869080,Intergenic (<10kb),Enhancer,1.0481266792164614,-0.09790178513800916,AR Up,H3K27ac Unchanged
ARHGEF37,0.9594666457034228,chr5:148980281-148981200,Intron,Enhancer,3.0735771654635515,1.69633021472638,AR Up,H3K27ac Up
ARHGEF37,0.9594666457034228,chr5:148980281-148981200,Intron,Enhancer,3.0735771654635515,2.0407942308400737,AR Up,H3K27ac Up
ARHGEF37,0.9594666457034228,chr5:148987401-148988960,Upstream Promoter (-5kb),Enhancer,1.1881567659300738,0.5200262536745697,AR Up,H3K27ac Unchanged
ARHGEF37,0.9594666457034228,chr5:148993321-148994040,Intron,No Feature,2.6111400553804027,1.297312914731811,AR Up,H3K27ac Up
SLC26A2,0.5832640781669938,chr5:149316681-149319360,Intron,Enhancer,0.8827777750730873,0.31953066401536623,AR Up,H3K27ac Unchanged
SLC26A2,0.5832640781669938,chr5:149316681-149319360,Intron,Enhancer,0.8827777750730873,0.25906938807884333,AR Up,H3K27ac Unchanged
SLC26A2,0.5832640781669938,chr5:149322041-149323040,Upstream Promoter (-5kb),No Feature,1.482554676074914,0.42569680139125443,AR Up,H3K27ac Unchanged
WWC1,0.5635309863806578,chr5:167709961-167710880,Intergenic (<10kb),No Feature,2.8922930011274737,1.3952043651592858,AR Up,H3K27ac Up
WWC1,0.5635309863806578,chr5:167779521-167782040,Intron,Enhancer,1.8795774382957413,0.41834003638769623,AR Up,H3K27ac Unchanged
WWC1,0.5635309863806578,chr5:167786361-167790160,Intron,Enhancer,1.5450592524434865,0.2942227455731523,AR Up,H3K27ac Unchanged
DOCK2,-2.053228633589642,chr5:169560361-169565560,Intergenic (<10kb),Enhancer,1.25092045327619,-0.26050396937054315,AR Up,H3K27ac Unchanged
FOXI1,-0.4760450943623275,chr5:169560361-169565560,Intergenic (<10kb),Enhancer,1.25092045327619,-0.26050396937054315,AR Up,H3K27ac Unchanged
AL033523.1,2.2137864683363677,chr6:3669761-3670560,Intron,Enhancer,3.175708180520796,1.4637244984562585,AR Up,H3K27ac Up
AL033523.1,2.2137864683363677,chr6:3709681-3715640,Intron,Enhancer,1.2905174114792735,-0.017369635199497354,AR Up,H3K27ac Unchanged
MYLIP,0.6080468196334132,chr6:16128561-16132360,Intron,Enhancer,2.038047126336162,0.08308262322124706,AR Up,H3K27ac Unchanged
MYLIP,0.6080468196334132,chr6:16128561-16132360,Intron,Enhancer,2.038047126336162,0.06008600260058884,AR Up,H3K27ac Unchanged
FKBP5,1.9989916696075092,chr6:35694441-35696400,Intron,Enhancer,2.410559422349444,1.145348583197445,AR Up,H3K27ac Up
FKBP5,1.9989916696075092,chr6:35694441-35696400,Intron,Enhancer,2.410559422349444,1.3615345072474285,AR Up,H3K27ac Up
FKBP5,1.9989916696075092,chr6:35694441-35696400,Intron,Enhancer,3.092774965870992,1.145348583197445,AR Up,H3K27ac Up
FKBP5,1.9989916696075092,chr6:35694441-35696400,Intron,Enhancer,3.092774965870992,1.3615345072474285,AR Up,H3K27ac Up
FKBP5,1.9989916696075092,chr6:35699321-35700240,Upstream Promoter (-5kb),No Feature,2.2605492483497436,0.8856802173988615,AR Up,H3K27ac Unchanged
FKBP5,1.9989916696075092,chr6:35749401-35752080,Upstream Promoter (-5kb),Enhancer,2.090179557278501,0.3715595559084282,AR Up,H3K27ac Unchanged
CRYBG1,0.48445966470898144,chr6:106959201-106963520,Intron,Enhancer,2.357995291675794,0.09867485810493155,AR Up,H3K27ac Unchanged
CRYBG1,0.48445966470898144,chr6:106959201-106963520,Intron,Enhancer,2.357995291675794,0.4968953886527943,AR Up,H3K27ac Unchanged
CRYBG1,0.48445966470898144,chr6:106987641-106989840,Promoter (-1500/+500),Enhancer,2.050816844372502,-0.07378606810875198,AR Up,H3K27ac Unchanged
FRK,0.596809388477145,chr6:116380761-116382360,Promoter (-1500/+500),No Feature,1.6787447284262678,0.3100203746327061,AR Up,H3K27ac Unchanged
SASH1,0.8360224990078077,chr6:148578281-148580880,Intron,Enhancer,1.705525055085735,0.5638008909909475,AR Up,H3K27ac Unchanged
SASH1,0.8360224990078077,chr6:148578281-148580880,Intron,Enhancer,1.705525055085735,0.9365573264098428,AR Up,H3K27ac Up
SASH1,0.8360224990078077,chr6:148578281-148580880,Intron,Enhancer,1.705525055085735,0.34071231677823216,AR Up,H3K27ac Unchanged
SASH1,0.8360224990078077,chr6:148578281-148580880,Intron,Enhancer,2.231909756866376,0.5638008909909475,AR Up,H3K27ac Unchanged
SASH1,0.8360224990078077,chr6:148578281-148580880,Intron,Enhancer,2.231909756866376,0.9365573264098428,AR Up,H3K27ac Up
SASH1,0.8360224990078077,chr6:148578281-148580880,Intron,Enhancer,2.231909756866376,0.34071231677823216,AR Up,H3K27ac Unchanged
PDE10A,1.3072798346479195,chr6:166045881-166046720,Intron,Enhancer,1.7687181342909355,0.035294319691500785,AR Up,H3K27ac Unchanged
PRR15,0.5287805381105781,chr7:29521641-29526240,Intron,Enhancer,1.0421407350135419,0.2964431109241192,AR Up,H3K27ac Unchanged
PRR15,0.5287805381105781,chr7:29521641-29526240,Intron,Enhancer,2.331444614724862,0.2964431109241192,AR Up,H3K27ac Unchanged
PRR15,0.5287805381105781,chr7:29601841-29605400,Promoter (-1500/+500),Enhancer,1.6359721937707545,0.08429239795810117,AR Up,H3K27ac Unchanged
TRGC1,0.6107277002621906,chr7:38294401-38295400,Upstream Promoter (-5kb),Enhancer,1.735618122454663,0.5838803400826026,AR Up,H3K27ac Unchanged
TRGC1,0.6107277002621906,chr7:38303761-38305760,Intron,Enhancer,1.1359956472191401,0.036257284430208155,AR Up,H3K27ac Unchanged
TRGC1,0.6107277002621906,chr7:38303761-38305760,Intron,Enhancer,1.1359956472191401,0.33501838976464843,AR Up,H3K27ac Unchanged
TRGC1,0.6107277002621906,chr7:38309441-38314200,Promoter (-1500/+500),Enhancer,1.6855055320096732,0.21129966359702942,AR Up,H3K27ac Unchanged
TRGC1,0.6107277002621906,chr7:38309441-38314200,Promoter (-1500/+500),Enhancer,1.6855055320096732,0.3173374567245406,AR Up,H3K27ac Unchanged
TRGC1,0.6107277002621906,chr7:38309441-38314200,Promoter (-1500/+500),Enhancer,1.1415698889218742,0.21129966359702942,AR Up,H3K27ac Unchanged
TRGC1,0.6107277002621906,chr7:38309441-38314200,Promoter (-1500/+500),Enhancer,1.1415698889218742,0.3173374567245406,AR Up,H3K27ac Unchanged
TRGC1,0.6107277002621906,chr7:38343841-38347000,Upstream Promoter (-5kb),Enhancer,1.1362344684109138,0.1648852613850045,AR Up,H3K27ac Unchanged
CROT,0.7428012418764693,chr7:86945401-86949280,Intergenic (<10kb),Enhancer,0.9392545167534172,0.012835763116605014,AR Up,H3K27ac Unchanged
CROT,0.7428012418764693,chr7:86973201-86975880,Promoter (-1500/+500),No Feature,1.9834693156281475,0.35958915557104176,AR Up,H3K27ac Unchanged
CNTNAP2,0.5366557699284407,chr7:145913041-145914200,Intron,No Feature,1.7947749164265403,-0.005427272853205889,AR Up,H3K27ac Unchanged
CNTNAP2,0.5366557699284407,chr7:145913041-145914200,Intron,No Feature,1.7947749164265403,0.6940817065508316,AR Up,H3K27ac Unchanged
CNTNAP2,0.5366557699284407,chr7:145971521-145972160,Intron,Enhancer,2.068566887630953,-0.016629732839859274,AR Up,H3K27ac Unchanged
CNTNAP2,0.5366557699284407,chr7:147087081-147087880,Intron,Enhancer,1.6682039571307383,0.19723142109277408,AR Up,H3K27ac Unchanged
CNTNAP2,0.5366557699284407,chr7:148082041-148083720,Upstream Promoter (-5kb),Enhancer,1.3061639314791913,1.0806592641502786,AR Up,H3K27ac Up
CNTNAP2,0.5366557699284407,chr7:148082041-148083720,Upstream Promoter (-5kb),Enhancer,1.3061639314791913,0.7501332189871033,AR Up,H3K27ac Unchanged
CNTNAP2,0.5366557699284407,chr7:148086201-148089320,Intron,Enhancer,1.5617108767510708,0.2881832530658976,AR Up,H3K27ac Unchanged
SYBU,0.8407098845888896,chr8:110591921-110593680,Promoter (-1500/+500),No Feature,1.5461992383202188,0.7645512032899825,AR Up,H3K27ac Unchanged
SYBU,0.8407098845888896,chr8:110591921-110593680,Promoter (-1500/+500),No Feature,1.5461992383202188,1.0768959320509799,AR Up,H3K27ac Up
SYBU,0.8407098845888896,chr8:110591921-110593680,Promoter (-1500/+500),No Feature,2.850448907770187,0.7645512032899825,AR Up,H3K27ac Unchanged
SYBU,0.8407098845888896,chr8:110591921-110593680,Promoter (-1500/+500),No Feature,2.850448907770187,1.0768959320509799,AR Up,H3K27ac Up
SYBU,0.8407098845888896,chr8:110604401-110607080,Intron,No Feature,2.243513788101594,0.39203376954714575,AR Up,H3K27ac Unchanged
NDRG1,0.47601607248945094,chr8:134368201-134369000,Intergenic (>10kb),No Feature,1.4050313769685008,0.43494477029045775,AR Up,H3K27ac Unchanged
NDRG1,0.47601607248945094,chr8:134368201-134369000,Intergenic (>10kb),No Feature,1.4050313769685008,-0.0374789084519734,AR Up,H3K27ac Unchanged
MPDZ,0.497098237600896,chr9:13056561-13068240,Intergenic (>10kb),Enhancer,0.7769233936365857,-0.0017885411429520845,AR Up,H3K27ac Unchanged
MPDZ,0.497098237600896,chr9:13278321-13279920,Promoter (-1500/+500),No Feature,2.6152244858215052,0.046736897806599134,AR Up,H3K27ac Unchanged
AQP3,2.3694217784228075,chr9:33414801-33419360,Intergenic (<10kb),Enhancer,0.9423593893350029,0.32616699895845785,AR Up,H3K27ac Unchanged
AQP3,2.3694217784228075,chr9:33430521-33432480,Intergenic (<10kb),Enhancer,3.487795277246745,1.3981025016922513,AR Up,H3K27ac Up
AQP3,2.3694217784228075,chr9:33436761-33437760,Intergenic (<10kb),No Feature,3.7228951723466155,1.6017976058952466,AR Up,H3K27ac Up
AQP3,2.3694217784228075,chr9:33436761-33437760,Intergenic (<10kb),No Feature,3.7228951723466155,0.6465623450872031,AR Up,H3K27ac Unchanged
TBC1D2,0.6192244444955831,chr9:100906841-100910040,Intron,Enhancer,1.4078071118320596,-0.06555215646244594,AR Up,H3K27ac Unchanged
TBC1D2,0.6192244444955831,chr9:100987921-100993640,Intron,No Feature,3.348466136096121,0.3397409983110257,AR Up,H3K27ac Unchanged
NRP1,0.6212520483598395,chr10:33482601-33483440,Intron,No Feature,2.7021972502815577,0.8173388511786638,AR Up,H3K27ac Unchanged
NRP1,0.6212520483598395,chr10:33529481-33530440,Intron,No Feature,4.07326546606302,1.134878595449202,AR Up,H3K27ac Up
NRP1,0.6212520483598395,chr10:33536921-33538920,Intron,No Feature,2.1902191798418778,0.34356421242196594,AR Up,H3K27ac Unchanged
ADD3,0.5743581584927192,chr10:111736361-111737760,Intron,Enhancer,2.174900100262079,0.7590042439932891,AR Up,H3K27ac Unchanged
ADD3,0.5743581584927192,chr10:111736361-111737760,Intron,Enhancer,2.174900100262079,0.11262907549581049,AR Up,H3K27ac Unchanged
ADD3,0.5743581584927192,chr10:111736361-111737760,Intron,Enhancer,1.5599935500607487,0.7590042439932891,AR Up,H3K27ac Unchanged
ADD3,0.5743581584927192,chr10:111736361-111737760,Intron,Enhancer,1.5599935500607487,0.11262907549581049,AR Up,H3K27ac Unchanged
ADD3,0.5743581584927192,chr10:111761881-111763800,Promoter (-1500/+500),No Feature,1.4537801169172782,0.4998824259518345,AR Up,H3K27ac Unchanged
ADD3,0.5743581584927192,chr10:111761881-111763800,Promoter (-1500/+500),No Feature,1.4537801169172782,0.5803018173199945,AR Up,H3K27ac Unchanged
TNNI2,1.5725650077684503,chr11:1846041-1858920,Promoter (-1500/+500),No Feature,2.215971634228509,0.08231105008902667,AR Up,H3K27ac Unchanged
SCUBE2,0.5486859184633572,chr11:9110161-9111680,Promoter (-1500/+500),No Feature,2.8607862551170604,0.36534474546347434,AR Up,H3K27ac Unchanged
SCUBE2,0.5486859184633572,chr11:9119041-9120600,Intron,No Feature,2.2446071768645512,0.1421417783921624,AR Up,H3K27ac Unchanged
SCUBE2,0.5486859184633572,chr11:9123721-9126480,Intron,Enhancer,1.3499341108531093,-0.023095809342462477,AR Up,H3K27ac Unchanged
SCUBE2,0.5486859184633572,chr11:9130281-9133320,Intron,Enhancer,1.0390243578928582,-0.11087412697571722,AR Up,H3K27ac Unchanged
EHF,0.5910503364291367,chr11:34650241-34666800,Intron,Enhancer,1.2726227844692235,0.23535573423273848,AR Up,H3K27ac Unchanged
EHF,0.5910503364291367,chr11:34650241-34666800,Intron,Enhancer,1.3766895644321655,0.23535573423273848,AR Up,H3K27ac Unchanged
EHF,0.5910503364291367,chr11:34650241-34666800,Intron,Enhancer,2.1757202314270185,0.23535573423273848,AR Up,H3K27ac Unchanged
EHF,0.5910503364291367,chr11:34650241-34666800,Intron,Enhancer,1.687632868307451,0.23535573423273848,AR Up,H3K27ac Unchanged
EHF,0.5910503364291367,chr11:34650241-34666800,Intron,Enhancer,2.2597766018657652,0.23535573423273848,AR Up,H3K27ac Unchanged
EHF,0.5910503364291367,chr11:34673641-34677440,Intron,No Feature,1.3403164028188828,0.1086736299919387,AR Up,H3K27ac Unchanged
EHF,0.5910503364291367,chr11:34687121-34691400,Intergenic (<10kb),Enhancer,1.0419588049339643,0.23590238161942775,AR Up,H3K27ac Unchanged
EHF,0.5910503364291367,chr11:34692441-34693720,Intergenic (>10kb),No Feature,2.0702518214096286,1.93461240082597,AR Up,H3K27ac Up
EHF,0.5910503364291367,chr11:34771481-34772520,Intergenic (<10kb),Enhancer,2.251769648806786,1.260388185066894,AR Up,H3K27ac Up
EHF,0.5910503364291367,chr11:34771481-34772520,Intergenic (<10kb),Enhancer,2.251769648806786,0.9534781453685087,AR Up,H3K27ac Unchanged
EHF,0.5910503364291367,chr11:34778041-34779600,Intergenic (>10kb),Enhancer,1.3493794569674866,0.47193444120283573,AR Up,H3K27ac Unchanged
EHF,0.5910503364291367,chr11:34778041-34779600,Intergenic (>10kb),Enhancer,1.3493794569674866,0.5015358812668302,AR Up,H3K27ac Unchanged
PTPRJ,0.601234639862719,chr11:48063041-48064280,Upstream Promoter (-5kb),Enhancer,1.2740133195756331,1.0081690257340197,AR Up,H3K27ac Up
PTPRJ,0.601234639862719,chr11:48063041-48064280,Upstream Promoter (-5kb),Enhancer,1.2740133195756331,0.7154034765941621,AR Up,H3K27ac Unchanged
PTPRJ,0.601234639862719,chr11:48075041-48078600,Intron,Enhancer,1.6601125310283735,0.2522884735094885,AR Up,H3K27ac Unchanged
PTPRJ,0.601234639862719,chr11:48112041-48112960,Intron,No Feature,1.016746951141948,0.2731535271522763,AR Up,H3K27ac Unchanged
TTC12,0.7533224941507931,chr11:113209841-113213760,Promoter (-1500/+500),Enhancer,2.5785267835604397,0.8057750105234117,AR Up,H3K27ac Unchanged
TTC12,0.7533224941507931,chr11:113209841-113213760,Promoter (-1500/+500),Enhancer,2.5785267835604397,0.797442933343833,AR Up,H3K27ac Up
TTC12,0.7533224941507931,chr11:113209841-113213760,Promoter (-1500/+500),Enhancer,1.1504807663363854,0.8057750105234117,AR Up,H3K27ac Unchanged
TTC12,0.7533224941507931,chr11:113209841-113213760,Promoter (-1500/+500),Enhancer,1.1504807663363854,0.797442933343833,AR Up,H3K27ac Up
TTC12,0.7533224941507931,chr11:113209841-113213760,Promoter (-1500/+500),Enhancer,1.3858370776440774,0.8057750105234117,AR Up,H3K27ac Unchanged
TTC12,0.7533224941507931,chr11:113209841-113213760,Promoter (-1500/+500),Enhancer,1.3858370776440774,0.797442933343833,AR Up,H3K27ac Up
CD9,0.4570938428883021,chr12:6309201-6311640,Promoter (-1500/+500),Enhancer,1.6130778275718092,0.14263147899019918,AR Up,H3K27ac Unchanged
CD9,0.4570938428883021,chr12:6335321-6341040,Upstream Promoter (-5kb),Enhancer,1.2148171111536992,0.06374774523612785,AR Up,H3K27ac Unchanged
CD9,0.4570938428883021,chr12:6335321-6341040,Upstream Promoter (-5kb),Enhancer,2.243586764868907,0.06374774523612785,AR Up,H3K27ac Unchanged
CD9,0.4570938428883021,chr12:6342441-6346240,Promoter (-1500/+500),Enhancer,1.0718292319452143,0.20736099132557353,AR Up,H3K27ac Unchanged
CD9,0.4570938428883021,chr12:6346321-6347360,Upstream Promoter (-5kb),Enhancer,0.6708811284586392,0.6793486615850354,AR Up,H3K27ac Unchanged
CD9,0.4570938428883021,chr12:6375561-6377160,Intergenic (<10kb),Enhancer,3.0961004953022933,1.1204909319457175,AR Up,H3K27ac Up
CD9,0.4570938428883021,chr12:6375561-6377160,Intergenic (<10kb),Enhancer,3.0961004953022933,0.9984570664038291,AR Up,H3K27ac Up
GPRC5A,0.5050221177159567,chr12:13035721-13037400,Intergenic (<10kb),No Feature,1.0170055427168092,0.051789709703687105,AR Up,H3K27ac Unchanged
GPRC5A,0.5050221177159567,chr12:13035721-13037400,Intergenic (<10kb),No Feature,1.0170055427168092,0.17009710963908226,AR Up,H3K27ac Unchanged
GPRC5A,0.5050221177159567,chr12:13043081-13046040,Promoter (-1500/+500),Enhancer,1.056872913578683,0.170415472411373,AR Up,H3K27ac Unchanged
AMIGO2,-0.6141472123244827,chr12:47470481-47476680,Promoter (-1500/+500),No Feature,1.3050149919641707,-0.07020450266323132,AR Up,H3K27ac Unchanged
AMIGO2,-0.6141472123244827,chr12:47490401-47492280,Intron,Enhancer,0.7772789199411879,-0.4175230078746919,AR Up,H3K27ac Unchanged
AMIGO2,-0.6141472123244827,chr12:47490401-47492280,Intron,Enhancer,0.7772789199411879,-0.5046050674721893,AR Up,H3K27ac Unchanged
KRT4,1.038366654333727,chr12:53207321-53209040,Promoter (-1500/+500),No Feature,1.770417338485309,0.34208899736953413,AR Up,H3K27ac Unchanged
TMTC2,0.5849286799336308,chr12:83324361-83326640,Intron,Enhancer,1.537023901878194,0.5752457860494026,AR Up,H3K27ac Unchanged
NFKBIA,0.4861750763899854,chr14:35866841-35868640,Intergenic (<10kb),Enhancer,2.2244700265610993,0.21291213937607384,AR Up,H3K27ac Unchanged
NFKBIA,0.4861750763899854,chr14:35869961-35874840,Promoter (-1500/+500),Enhancer,2.5808507738639253,0.11887441041529534,AR Up,H3K27ac Unchanged
SPRED1,0.4633563420352216,chr15:38455201-38457040,Intron,Enhancer,2.3882915651848764,0.2990932742555555,AR Up,H3K27ac Unchanged
SPRED1,0.4633563420352216,chr15:38455201-38457040,Intron,Enhancer,2.3882915651848764,0.726564067875693,AR Up,H3K27ac Unchanged
SPRED1,0.4633563420352216,chr15:38508601-38510320,Intron,Enhancer,1.9056443544735782,1.331268162180181,AR Up,H3K27ac Up
SPRED1,0.4633563420352216,chr15:38508601-38510320,Intron,Enhancer,1.9056443544735782,0.5658352223741461,AR Up,H3K27ac Unchanged
THBS1,0.8212834041207894,chr15:39914641-39915400,Upstream Promoter (-5kb),Enhancer,1.3601453469356166,0.051763452856664637,AR Up,H3K27ac Unchanged
THBS1,0.8212834041207894,chr15:39921761-39922440,Intron,No Feature,1.7205330718834044,0.5596025416261237,AR Up,H3K27ac Unchanged
AKAP13,0.5020267891663177,chr15:86080081-86081360,Intron,No Feature,3.516010172617094,1.5250471605293259,AR Up,H3K27ac Up
AKAP13,0.5020267891663177,chr15:86085081-86087880,Promoter (-1500/+500),Enhancer,1.1556706260609253,0.11009953206074245,AR Up,H3K27ac Unchanged
AKAP13,0.5020267891663177,chr15:86379641-86381400,Intergenic (>10kb),Enhancer,1.0559131941681454,-0.09082777603364964,AR Up,H3K27ac Unchanged
ZNF689,1.2120804850051532,chr16:30626521-30627880,Promoter (-1500/+500),No Feature,1.9572450301778879,1.2759017296348356,AR Up,H3K27ac Up
ZNF689,1.2120804850051532,chr16:30626521-30627880,Promoter (-1500/+500),No Feature,1.9572450301778879,0.777493850636315,AR Up,H3K27ac Unchanged
HSD11B2,1.1383035024697568,chr16:67492761-67497800,Upstream Promoter (-5kb),Enhancer,2.203562375292498,0.6765358025599779,AR Up,H3K27ac Up
OSGIN1,0.6565293952366087,chr16:83979921-83981720,Upstream Promoter (-5kb),No Feature,1.5336224216046868,0.39365710119263053,AR Up,H3K27ac Unchanged
PER1,0.746000690153115,chr17:8057201-8059680,Upstream Promoter (-5kb),No Feature,2.1575743949995556,0.3890135575750139,AR Up,H3K27ac Unchanged
PER1,0.746000690153115,chr17:8057201-8059680,Upstream Promoter (-5kb),No Feature,2.1575743949995556,0.318630180600239,AR Up,H3K27ac Unchanged
KRT15,0.5292856800567391,chr17:39571001-39572320,Upstream Promoter (-5kb),Enhancer,1.1419361653890232,-0.20587749767448968,AR Up,H3K27ac Unchanged
KRT15,0.5292856800567391,chr17:39687961-39698400,Intergenic (<10kb),Enhancer,2.000155838101981,-0.028857205819428924,AR Up,H3K27ac Unchanged
KRT15,0.5292856800567391,chr17:39687961-39698400,Intergenic (<10kb),Enhancer,1.3185995218472708,-0.028857205819428924,AR Up,H3K27ac Unchanged
ZNF652,0.7684627343969108,chr17:47411081-47412120,Intron,Enhancer,0.8924554107759775,0.6148058793050061,AR Up,H3K27ac Unchanged
ZNF652,0.7684627343969108,chr17:47466041-47470360,Intron,Enhancer,2.03975629095101,0.5972964090394339,AR Up,H3K27ac Up
ZNF652,0.7684627343969108,chr17:47466041-47470360,Intron,Enhancer,2.8257680292727034,0.5972964090394339,AR Up,H3K27ac Up
TBC1D16,0.4807400054326398,chr17:77824601-77825320,Promoter (-1500/+500),Enhancer,1.8547765077264629,0.6875698565425574,AR Up,H3K27ac Unchanged
TBC1D16,0.4807400054326398,chr17:77908881-77910000,Exon,No Feature,2.4835877823532795,0.7841595805649256,AR Up,H3K27ac Unchanged
TBC1D16,0.4807400054326398,chr17:77964801-77969080,Promoter (-1500/+500),No Feature,1.1674545533062834,0.02689137416842906,AR Up,H3K27ac Unchanged
TBC1D16,0.4807400054326398,chr17:78003641-78005800,Intron,Enhancer,1.2820184903908454,0.10882387299670147,AR Up,H3K27ac Unchanged
CABLES1,-0.4662222406791652,chr18:20838441-20842160,Promoter (-1500/+500),Enhancer,0.9890587690474361,-0.08089974687759936,AR Up,H3K27ac Unchanged
